Thread ID: 213420
Total: 18.837325

 %self     total     self     wait    child    calls  name
  0.01      0.08     0.00     0.00     0.08      100  ActiveSupport::CoreExtensions::String::Inflections#singularize
  0.01      0.00     0.00     0.00     0.00      200  Hash#blank?
  0.01      0.02     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#set_primary_key
  0.01      0.00     0.00     0.00     0.00      200  Array#clear
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Layout::ClassMethods#normalize_conditions
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#base_class
  0.01      0.00     0.00     0.00     0.00      100  <Class::CGI::Session>#callback
  0.01      0.00     0.00     0.00     0.00      200  Module#included
  0.01      0.12     0.00     0.00     0.12      100  <Class::ActiveRecord::Base>#table_name
  0.01      0.06     0.00     0.00     0.06      100  SQLite3::ResultSet#columns
  0.01      0.04     0.00     0.00     0.04      100  ActionController::Base#process_cleanup_without_flash
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#master_helper_module=
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#allow_forgery_protection
  0.01      0.00     0.00     0.00     0.00      100  <Module::Base64>#decode64
  0.00      0.00     0.00     0.00     0.00      200  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.00      0.02     0.00     0.00     0.02      100  <Class::ActiveRecord::Base>#primary_key
  0.00      0.00     0.00     0.00     0.00      100  Digest::Base#update
  0.00      0.00     0.00     0.00     0.00      100  Array#index
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.00      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#cookies
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::DatabaseStatements#add_limit_offset!
  0.00      0.00     0.00     0.00     0.00      200  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.00      0.00     0.00     0.00     0.00      200  ActionController::Dispatcher#unprepared=
  0.00      0.01     0.00     0.00     0.01      100  SQLite3::Driver::Native::Driver#close
  0.00      0.00     0.00     0.00     0.00      200  ActionController::Base#session
  0.00      0.00     0.00     0.00     0.00      200  ActionController::Integration::Session#https?
  0.00      0.01     0.00     0.00     0.01      100  <Class::Digest::Class>#hexdigest
  0.00      0.00     0.00     0.00     0.00      100  Set#clear
  0.00      0.00     0.00     0.00     0.00      100  String#sub!
  0.00      0.00     0.00     0.00     0.00      101  Kernel#print
  0.00      0.00     0.00     0.00     0.00      200  <Class::ActionController::Base>#view_paths-2
  0.00      0.00     0.00     0.00     0.00      100  Comparable#>
  0.00      0.01     0.00     0.00     0.01      100  Kernel#send!-3
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#active?
  0.00      0.00     0.00     0.00     0.00      100  Module#initialize_copy
  0.00      0.00     0.00     0.00     0.00      100  Kernel#send-4
  0.00      0.00     0.00     0.00     0.00      100  ActiveSupport::BufferedLogger#debug?
  0.00     18.83     0.00     0.00    18.83      100  <Object::ActionController::RequestProfiler::Sandbox>#run
  0.00      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#path_parameters=
  0.00      0.00     0.00     0.00     0.00      100  ActiveSupport::BufferedLogger#info?
  0.00      0.02     0.00     0.00     0.02      100  Enumerable#to_set
  0.00      0.00     0.00     0.00     0.00      100  <Class::Mime::Type>#lookup_by_extension
  0.00      0.00     0.00     0.00     0.00      100  SQLite3::Driver::Native::Driver#libversion
  0.00      0.00     0.00     0.00     0.00      100  <Module::ObjectSpace>#define_finalizer
  0.00      0.00     0.00     0.00     0.00      100  SQLite3::Driver::Native::Driver#busy_timeout
  0.00      0.00     0.00     0.00     0.00      100  <Module::Base64>#encode64
  0.00      0.00     0.00     0.00     0.00      100  CGI::QueryExtension#key?
  0.00      0.00     0.00     0.00     0.00      100  Builder::XmlBase#initialize
  0.00      0.00     0.00     0.00     0.00      100  <Object::Object>#[]
  0.00      0.00     0.00     0.00     0.00      100  Bignum#-
  0.00      0.00     0.00     0.00     0.00      100  <Module::SQLite3::Driver::Native::API>#sqlite3_busy_timeout
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#abstract_class?
  0.00      0.00     0.00     0.00     0.00      100  Digest::Base#finish
  0.00      0.00     0.00     0.00     0.00      100  Module#protected_instance_methods
  0.00      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Hash::ReverseMerge#reverse_merge
  0.00      0.00     0.00     0.00     0.00      100  <Class::Digest::Base>#allocate
  0.00      0.00     0.00     0.00     0.00      100  Module#private_instance_methods
  0.00      0.00     0.00     0.00     0.00      100  Time#to_i
  0.00      0.00     0.00     0.00     0.00      100  File::Stat#mtime
  0.00      0.00     0.00     0.00     0.00      100  <Module::SQLite3::Driver::Native::API>#sqlite3_libversion
  0.00      0.00     0.00     0.00     0.00      100  Builder::XmlMarkup#_ensure_no_block
  0.00      0.00     0.00     0.00     0.00      100  Bignum#<=>
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Dispatcher#initialize
  0.00      0.00     0.00     0.00     0.00      100  MatchData#[]
  0.00      0.00     0.00     0.00     0.00      100  Module#<
  0.00      0.00     0.00     0.00     0.00      100  StringIO#binmode
  0.00      0.00     0.00     0.00     0.00      100  String#chop
  0.00      0.00     0.00     0.00     0.00      100  Time#<=>
  0.00      0.00     0.00     0.00     0.00      100  StringIO#string
  0.00      0.00     0.00     0.00     0.00      100  ActionController::UrlRewriter#initialize
  0.00      0.00     0.00     0.00     0.00      100  Float#<=>
  0.00      0.00     0.00     0.00     0.00      100  Hash#[]-1
  0.00      0.00     0.00     0.00     0.00      100  Float#floor
  0.00      0.00     0.00     0.00     0.00      100  Fixnum#%
  0.00      0.00     0.00     0.00     0.00      100  FalseClass#^
  0.00      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#headers
  0.00      0.00     0.00     0.00     0.00      100  Array#to_ary
  0.00      0.00     0.00     0.00     0.00      100  Fixnum#zero?
  0.00      0.00     0.00     0.00     0.00      100  NilClass#to_i
  0.00      0.00     0.00     0.00     0.00      100  StringIO#sync=
  0.00      0.00     0.00     0.00     0.00      100  Module#initialize
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Routing::Route#parameter_shell
  0.00      0.00     0.00     0.00     0.00      100  StringIO#flush
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#logger
  0.00      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#relative_url_root
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#active_connection_name-1
  0.00      0.00     0.00     0.00     0.00      100  Mime::Type#to_sym
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#disconnect!
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#pluralize_table_names
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Base#template_class
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#configurations
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#primary_key_prefix_type
  0.00      0.00     0.00     0.00     0.00      100  Observable#changed
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Dispatcher#unprepared
  0.00      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#path_parameters
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Base#forget_variables_added_to_assigns
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods::BeforeFilterProxy#type
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#table_name_prefix
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Base#headers
  0.00      0.00     0.00     0.00     0.00      100  #<Class:0x195a564>#initialize
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#requires_reloading?
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActionController::Base>#default_charset
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Base#view_controller_internals
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Base#request_forgery_protection_token
  0.00      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#table_name_suffix
  0.00      0.00     0.00     0.00     0.00      100  ActionController::Base#ignore_missing_templates
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#quote_table_name
  0.00      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#add_lock!
  0.00      0.00     0.00     0.00     0.00      100  <Module::Dependencies>#explicitly_unloadable_constants
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#created_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00        4  Unknown#updated_at
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00        4  Unknown#id
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  <Class::Widget(id: integer, name: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
  0.00      0.00     0.00     0.00     0.00       18  Unknown#primary_key
