Thread ID: 213420
Total: 18.837325

 %self     total     self     wait    child    calls  name
  0.02      0.01     0.00     0.00     0.01      100  ActionController::Benchmarking#active_record_runtime
  0.02      0.00     0.00     0.00     0.00      800  NilClass#to_f
  0.02      0.88     0.00     0.00     0.88      100  SQLite3::Database#load_driver
  0.02      0.02     0.00     0.00     0.01      100  ActionController::Base#complete_request_uri
  0.02      0.01     0.00     0.00     0.00      400  ActiveRecord::ConnectionAdapters::Column#type_cast
  0.02      0.00     0.00     0.00     0.00      100  <Module::Marshal>#dump
  0.02      0.18     0.00     0.00     0.18      100  Builder::XmlMarkup#instruct!
  0.02     18.83     0.00     0.00    18.82      100  ActionController::Integration::Runner#get
  0.02      0.00     0.00     0.00     0.00      400  Array#sort
  0.02      0.15     0.00     0.00     0.14      100  ActionController::Base#assign_shortcuts_without_flash
  0.02      0.00     0.00     0.00     0.00      800  Array#size
  0.02      0.00     0.00     0.00     0.00      600  Array#|
  0.02      0.00     0.00     0.00     0.00      800  Fixnum#+
  0.02      0.00     0.00     0.00     0.00      800  Time#year
  0.02      0.00     0.00     0.00     0.00      800  Time#utc?
  0.02     13.02     0.00     0.00    13.02      100  ActiveRecord::ConnectionAdapters::QueryCache#cache
  0.02      0.01     0.00     0.00     0.01      200  SQLite3::Statement#close
  0.02      0.00     0.00     0.00     0.00      800  Time#mon
  0.02      0.17     0.00     0.00     0.17      100  Builder::XmlMarkup#_special
  0.02      0.00     0.00     0.00     0.00      800  <Class::ActiveRecord::Base>#inheritance_column
  0.02      0.00     0.00     0.00     0.00      800  Time#day
  0.02      0.00     0.00     0.00     0.00      800  Fixnum#abs
  0.02      0.00     0.00     0.00     0.00      800  Time#hour
  0.02      0.01     0.00     0.00     0.01      400  <Class::ActionController::Base>#master_helper_module
  0.02      0.08     0.00     0.00     0.08      100  Inflector#singularize
  0.02      0.00     0.00     0.00     0.00      800  Time#utc_offset
  0.02      0.00     0.00     0.00     0.00      800  Time#min
  0.02      1.62     0.00     0.00     1.62      100  <Class::ActionController::Base>#action_methods
  0.02      0.01     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#parse_sqlite_config!
  0.02      0.02     0.00     0.00     0.01      200  CGI::Session::CookieStore#generate_digest
  0.02      0.01     0.00     0.00     0.01      100  ActionController::AbstractRequest#path
  0.02      0.00     0.00     0.00     0.00      301  String#%
  0.02      0.00     0.00     0.00     0.00      600  Array#pack
  0.02      0.00     0.00     0.00     0.00      800  Time#sec
  0.02     14.85     0.00     0.00    14.85      100  ActiveRecord::QueryCache#cache
  0.02      0.00     0.00     0.00     0.00      900  <Module::Dependencies>#loaded
  0.02      0.02     0.00     0.00     0.02      300  <Class::CGI>#unescape
  0.02      0.00     0.00     0.00     0.00      700  NilClass#to_s
  0.02      0.01     0.00     0.00     0.01      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#verify!
  0.02      0.00     0.00     0.00     0.00      900  ActionController::Base#response
  0.02      0.00     0.00     0.00     0.00      900  ActionController::Base#request
  0.02      0.02     0.00     0.00     0.02      100  Class#write_inheritable_hash
  0.02     12.83     0.00     0.00    12.83      100  ActionController::Base#perform_action_without_filters
  0.02      0.39     0.00     0.00     0.39      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#log
  0.02      0.01     0.00     0.00     0.01      400  ActiveRecord::Base#attribute_names
  0.02      0.04     0.00     0.00     0.04      300  ActiveRecord::AttributeMethods::ClassMethods#define_question_method
  0.02      0.04     0.00     0.00     0.04      100  ActiveRecord::Base#id
  0.02      0.37     0.00     0.00     0.37      200  ActionController::Dispatcher#run_callbacks
  0.02      0.01     0.00     0.00     0.01      400  ActiveRecord::ConnectionAdapters::Column#extract_default
  0.02      0.00     0.00     0.00     0.00      400  String#each
  0.02      0.08     0.00     0.00     0.08      100  Dependencies#remove_unloadable_constants!
  0.02      0.08     0.00     0.00     0.08      100  <Class::ActiveRecord::Base>#undecorated_table_name
  0.02      0.81     0.00     0.00     0.81      100  <Class::ActiveRecord::Base>#find_every
  0.02      0.01     0.00     0.00     0.01      400  ActiveRecord::Serialization::Serializer#initialize
  0.02      0.01     0.00     0.00     0.00      100  ActionController::Flash::InstanceMethods#flash_without_components
  0.02      0.03     0.00     0.00     0.03      100  CGI::Session::CookieStore#marshal
  0.02      0.02     0.00     0.00     0.02      200  SQLite3::ResultSet#initialize
  0.02      1.70     0.00     0.00     1.70      200  Object#require
  0.02      0.00     0.00     0.00     0.00      800  <Class::ActionController::Base>#logger
  0.02      0.00     0.00     0.00     0.00      500  Exception#initialize
  0.02      0.01     0.00     0.00     0.00      400  ActiveRecord::XmlSerializer#add_procs
  0.02     18.84     0.00     0.00    18.83        1  Integer#times
  0.02      0.00     0.00     0.00     0.00      700  Array#last
  0.02      0.05     0.00     0.00     0.04      100  CGI::QueryExtension#initialize_query
  0.02      0.00     0.00     0.00     0.00      700  Fixnum#>=
  0.02      0.01     0.00     0.00     0.00      300  <Class::ActiveRecord::Base>#current_scoped_methods
  0.02      0.06     0.00     0.00     0.06      200  ActiveSupport::CoreExtensions::Hash::IndifferentAccess#with_indifferent_access
  0.02      0.00     0.00     0.00     0.00      600  Fixnum#to_s
  0.02      0.01     0.00     0.00     0.00      100  Module#parents
  0.02      0.00     0.00     0.00     0.00      800  <Class::ActiveRecord::Base>#default_timezone
  0.02      0.00     0.00     0.00     0.00      800  <Module::Dependencies>#load_paths
  0.02      0.01     0.00     0.00     0.00      200  Benchmark::Tms#initialize
  0.02     18.81     0.00     0.00    18.81      408  Kernel#send!
  0.02      0.00     0.00     0.00     0.00      600  String#strip
  0.02      0.00     0.00     0.00     0.00      400  ActiveRecord::ConnectionAdapters::Column#extract_limit
  0.02      0.00     0.00     0.00     0.00      200  ActionController::AbstractRequest#request_uri
  0.02     18.61     0.00     0.00    18.60      100  ActionController::Dispatcher#dispatch
  0.02      0.00     0.00     0.00     0.00      600  Hash#regular_writer
  0.02      0.00     0.00     0.00     0.00      200  Module#alias_method
  0.02      0.00     0.00     0.00     0.00      500  Array#slice!
  0.02      0.01     0.00     0.00     0.00      200  Module#append_features
  0.02      0.85     0.00     0.00     0.84      100  Kernel#silence_warnings
  0.02      0.04     0.00     0.00     0.03      100  CGI::Session::CookieStore#close
  0.02      0.07     0.00     0.00     0.07      100  ActionController::Integration::Session::StubCGI#initialize
  0.02      0.01     0.00     0.00     0.01      100  ActionController::Routing::RouteSet#reload
  0.02      0.10     0.00     0.00     0.10      100  Dependencies#clear
  0.02      0.12     0.00     0.00     0.12      100  ActionController::Base#add_variables_to_assigns
  0.02      0.00     0.00     0.00     0.00      500  String#delete
  0.02      0.00     0.00     0.00     0.00      100  <Class::File>#stat
  0.02      0.01     0.00     0.00     0.01      100  ActionController::CgiRequest#query_string
  0.02      0.59     0.00     0.00     0.59      100  <Class::ActiveRecord::Base>#find_by_sql
  0.02      0.00     0.00     0.00     0.00      600  Kernel#freeze
  0.02      0.01     0.00     0.00     0.01      100  ActionController::Dispatcher#reload_application
  0.02      0.02     0.00     0.00     0.02      100  <Class::ActiveRecord::Base>#reset_primary_key
  0.02      0.00     0.00     0.00     0.00      602  Time#to_f
  0.02      0.01     0.00     0.00     0.01      200  ActionController::Components::InstanceMethods#flash
  0.02      8.62     0.00     0.00     8.61      100  ActionController::Layout#render_without_benchmark
  0.02      0.01     0.00     0.00     0.01      400  <Module::Benchmark>#times
  0.02      0.00     0.00     0.00     0.00      400  Class#allocate
  0.02      0.01     0.00     0.00     0.01      200  Module#include
  0.02      0.00     0.00     0.00     0.00      200  Hash#each_value
  0.02      0.01     0.00     0.00     0.01      200  ActiveRecord::AttributeMethods::ClassMethods#generated_methods?
  0.02      0.00     0.00     0.00     0.00      600  Float#+
  0.02      0.00     0.00     0.00     0.00      500  Kernel#String
  0.02      0.01     0.00     0.00     0.01      100  ActionController::Base#request_origin
  0.02      0.01     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#set_readonly_option!
  0.02      0.01     0.00     0.00     0.00      100  Hash#inspect
  0.02      0.01     0.00     0.00     0.00      100  ActionView::Base#initialize
  0.02      0.00     0.00     0.00     0.00      500  Array#to_default_s
  0.02      0.00     0.00     0.00     0.00      200  Module#blankslate_original_append_features
  0.02      0.01     0.00     0.00     0.00      100  ActionController::Flash::FlashHash#sweep
  0.02      0.01     0.00     0.00     0.00      100  ActionController::SessionManagement#clear_persistent_model_associations
  0.02      0.03     0.00     0.00     0.03      100  ActiveRecord::Observing::ClassMethods#inherited
  0.02      0.00     0.00     0.00     0.00      100  CGI::Session::CookieStore#ensure_secret_secure
  0.02      0.09     0.00     0.00     0.09      200  Kernel#require
  0.02     18.62     0.00     0.00    18.62      100  ActionController::Dispatcher#dispatch_cgi
  0.01      0.01     0.00     0.00     0.01      100  SQLite3::Database#close
  0.01     18.23     0.00     0.00    18.23      100  ActionController::Dispatcher#handle_request
  0.01      0.18     0.00     0.00     0.17      100  <Class::ActiveRecord::Base>#reset_subclasses
  0.01      0.01     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#connection=-1
  0.01     13.00     0.00     0.00    13.00      200  Kernel#send-1
  0.01      8.13     0.00     0.00     8.13      100  Builder::XmlBase#tag!
  0.01      0.01     0.00     0.00     0.01      200  <Class::ActionController::Base>#view_paths
  0.01      7.98     0.00     0.00     7.98      100  Proc#call-2
  0.01     12.90     0.00     0.00    12.89      100  ActionController::Filters::InstanceMethods#perform_action_without_benchmark
  0.01      0.00     0.00     0.00     0.00      400  ActiveRecord::ConnectionAdapters::Column#extract_precision
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractResponse#convert_content_type!
  0.01      0.00     0.00     0.00     0.00      300  NameError#initialize
  0.01      0.05     0.00     0.00     0.05      100  ActionController::Flash::InstanceMethods#process_cleanup_without_session_management_support
  0.01      0.09     0.00     0.00     0.08      100  ActionController::SessionManagement#set_session_options_without_components
  0.01      0.00     0.00     0.00     0.00      200  <Module::SQLite3::Driver::Native::API>#sqlite3_finalize
  0.01      0.01     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#add_limit!
  0.01      0.03     0.00     0.00     0.03      400  ActionController::CgiRequest#session_options_with_string_keys
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Filters::ClassMethods#filter_excluded_from_action?
  0.01      0.04     0.00     0.00     0.03      100  ActionController::Layout::ClassMethods#layout
  0.01      0.00     0.00     0.00     0.00      200  <Class::ActionController::Base>#view_paths-1
  0.01      0.04     0.00     0.00     0.03      100  ActionController::AbstractResponse#prepare!
  0.01      0.00     0.00     0.00     0.00      500  Fixnum#-
  0.01      0.00     0.00     0.00     0.00      400  Regexp#match
  0.01      0.40     0.00     0.00     0.39      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#catch_schema_changes
  0.01      0.01     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#add_lock!
  0.01      0.14     0.00     0.00     0.14      100  ActionController::CgiRequest#session
  0.01      0.00     0.00     0.00     0.00      600  <Class::Inflector::Inflections>#instance
  0.01      0.01     0.00     0.00     0.01      100  ActionController::RequestForgeryProtection#verified_request?
  0.01      0.00     0.00     0.00     0.00      400  Struct#initialize
  0.01      0.00     0.00     0.00     0.00      600  NilClass#blank?
  0.01      0.40     0.00     0.00     0.40      100  ActiveRecord::AttributeMethods::ClassMethods#define_attribute_methods
  0.01      0.04     0.00     0.00     0.04      100  <Class::CGI::Cookie>#parse
  0.01      0.02     0.00     0.00     0.02      100  ActionController::Filters::InstanceMethods#skip_excluded_filters
  0.01      0.01     0.00     0.00     0.00      100  Builder::XmlMarkup#initialize
  0.01      0.01     0.00     0.00     0.00      200  ActionController::Base#view_paths
  0.01     15.50     0.00     0.00    15.50      100  ActionController::Base#process
  0.01      0.00     0.00     0.00     0.00      400  Array#compact
  0.01      0.00     0.00     0.00     0.00      400  <Class::Struct::Tms>#allocate
  0.01      0.04     0.00     0.00     0.03      100  <Class::ActiveRecord::Base>#inherited
  0.01      0.01     0.00     0.00     0.00      100  ActionController::Integration::ControllerCapture::ClassMethods#new
  0.01      0.04     0.00     0.00     0.03      200  SQLite3::Driver::Native::Driver#prepare
  0.01      0.04     0.00     0.00     0.04      200  CGI::Session#[]
  0.01      0.05     0.00     0.00     0.04      200  HashWithIndifferentAccess#update
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Base#initialize_current_url
  0.01      0.02     0.00     0.00     0.01      200  ActionController::CgiRequest#query_parameters
  0.01      0.01     0.00     0.00     0.01      100  SQLite3::Driver::Native::Driver#initialize
  0.01      0.15     0.00     0.00     0.15      100  <Class::ActiveRecord::Base>#quoted_table_name
  0.01      0.01     0.00     0.00     0.00      200  <Class::ActiveRecord::Base>#scope
  0.01      0.00     0.00     0.00     0.00      300  Array#uniq
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Integration::Session#requestify
  0.01      3.78     0.00     0.00     3.78      200  Module#const_missing
  0.01      8.68     0.00     0.00     8.68      100  Proc#call-1
  0.01      0.01     0.00     0.00     0.01      100  HashWithIndifferentAccess#default
  0.01      0.03     0.00     0.00     0.03      100  <Class::ActiveRecord::Base>#subclasses
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#parse_formatted_request_parameters
  0.01      0.62     0.00     0.00     0.62      100  ActiveRecord::ConnectionAdapters::SQLite3Adapter#table_structure
  0.01      1.05     0.00     0.00     1.05      100  Dependencies#depend_on
  0.01      0.00     0.00     0.00     0.00      100  <Module::Marshal>#load
  0.01      0.00     0.00     0.00     0.00      100  IO#flush
  0.01      1.05     0.00     0.00     1.05      100  Object#require_dependency
  0.01      0.00     0.00     0.00     0.00      200  Hash#clear
  0.01      0.00     0.00     0.00     0.00      400  TrueClass#to_s
  0.01      0.00     0.00     0.00     0.00      200  OpenSSL::Digest#initialize
  0.01      0.00     0.00     0.00     0.00      200  #<Class:0x195a564>#respond_to?
  0.01      0.02     0.00     0.00     0.02      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#disconnect!
  0.01      0.00     0.00     0.00     0.00      500  <Module::Dependencies>#mechanism
  0.01      0.00     0.00     0.00     0.00      400  Kernel#singleton_method_added
  0.01      0.00     0.00     0.00     0.00      300  Array#uniq!
  0.01      0.01     0.00     0.00     0.00      200  Enumerable#max
  0.01     15.38     0.00     0.00    15.38      100  ActionController::SessionManagement#process_without_test
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#remote_ip
  0.01      0.00     0.00     0.00     0.00      300  ActiveRecord::ConnectionAdapters::AbstractAdapter#reset_runtime
  0.01      0.00     0.00     0.00     0.00      200  Enumerable#inject-1
  0.01      0.02     0.00     0.00     0.02      100  ActionController::Helpers::ClassMethods#helper
  0.01      0.05     0.00     0.00     0.04      200  Enumerable#all?
  0.01      0.00     0.00     0.00     0.00      400  <Class::Array>#allocate
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#add_order!
  0.01      0.00     0.00     0.00     0.00      400  Array#initialize_copy
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#descends_from_active_record?
  0.01      0.00     0.00     0.00     0.00      400  Struct::Tms#utime
  0.01      0.00     0.00     0.00     0.00      100  ActionController::StatusCodes#interpret_status
  0.01      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Time::Conversions#to_s
  0.01      0.00     0.00     0.00     0.00      400  Fixnum#-@
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Layout#apply_layout?
  0.01      0.00     0.00     0.00     0.00      400  Array#length
  0.01      7.98     0.00     0.00     7.98      100  Builder::XmlBase#_nested_structures
  0.01     15.51     0.00     0.00    15.51      100  <Class::ActionController::Base>#process
  0.01      0.00     0.00     0.00     0.00      200  Inflector#demodulize
  0.01      0.00     0.00     0.00     0.00      100  Hash#values_at
  0.01      0.00     0.00     0.00     0.00      400  Struct::Tms#cstime
  0.01      0.00     0.00     0.00     0.00      400  Struct::Tms#stime
  0.01      0.53     0.00     0.00     0.53      100  ActiveRecord::ConnectionAdapters::QueryCache#select_all
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#verify_active_connections!
  0.01      0.00     0.00     0.00     0.00      400  Struct::Tms#cutime
  0.01      0.00     0.00     0.00     0.00      300  Hash#==
  0.01      0.00     0.00     0.00     0.00      100  SQLite3::Database#busy_timeout
  0.01      0.55     0.00     0.00     0.55      100  Set#-
  0.01      0.00     0.00     0.00     0.00      100  Time#strftime
  0.01      0.01     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Hash::Keys#assert_valid_keys
  0.01      0.16     0.00     0.00     0.16      100  ActionController::Flash::InstanceMethods#assign_shortcuts
  0.01     14.85     0.00     0.00    14.85      100  ActionController::Caching::SqlCache#perform_action
  0.01      0.06     0.00     0.00     0.06      100  ActionController::SessionManagement#process_cleanup_without_components
  0.01      0.00     0.00     0.00     0.00      100  Module#instance_methods
  0.01      1.24     0.00     0.00     1.24      100  Class#const_missing-1
  0.01      0.00     0.00     0.00     0.00      400  ActionController::Base#performed?
  0.01      0.03     0.00     0.00     0.03      100  CGI::Session::CookieStore#restore
  0.01      0.00     0.00     0.00     0.00      300  String#insert
  0.01      0.02     0.00     0.00     0.02      100  ActionController::Layout::ClassMethods#layout_list
  0.01      0.00     0.00     0.00     0.00      100  #<Class:0x195a564>#to_ary
  0.01      0.10     0.00     0.00     0.10      100  ActionController::Base#add_instance_variables_to_assigns
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::InstanceMethods#run_after_filters
  0.01      0.03     0.00     0.00     0.02      100  ActionController::Layout::ClassMethods#add_layout_conditions
  0.01      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#initialize
  0.01      0.02     0.00     0.00     0.02      100  ActionController::Filters::ClassMethods::BeforeFilterProxy#run
  0.01      0.00     0.00     0.00     0.00      300  Module#remove_const
  0.01      0.47     0.00     0.00     0.47      100  SQLite3::Database#execute2
  0.01      0.53     0.00     0.00     0.53      100  Set#subtract
  0.01      0.00     0.00     0.00     0.00      200  StringIO#initialize
  0.01      0.39     0.00     0.00     0.39      100  SQLite3::Database#execute
  0.01      0.03     0.00     0.00     0.03      100  Dependencies#autoloadable_module?
  0.01      0.00     0.00     0.00     0.00      300  NilClass#inspect
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Benchmarking#rendering_runtime
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#query_string
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Dispatcher#run_callbacks-1
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Layout#candidate_for_layout?
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#ssl?
  0.01      0.01     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#finder_needs_type_condition?
  0.01      0.00     0.00     0.00     0.00      100  ActionController::CgiRequest#host_with_port_without_standard_port_handling
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Dispatcher#flush_logger
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#add_group!
  0.01      0.00     0.00     0.00     0.00      400  <Class::ActiveRecord::Base>#attribute_types_cached_by_default
  0.01      0.00     0.00     0.00     0.00      300  String#initialize_copy
  0.01      0.01     0.00     0.00     0.01      100  ActionController::RequestForgeryProtection#protect_against_forgery?
  0.01      0.00     0.00     0.00     0.00      100  #<Class:0x195a564>#first
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::Base#column_for_attribute
  0.01      0.01     0.00     0.00     0.00      100  CGI::Session::CookieStore#read_cookie
  0.01      0.04     0.00     0.00     0.04      100  CGI::Session#close
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#sanitize_sql
  0.01      0.00     0.00     0.00     0.00      300  Hash#fetch
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Helpers::ClassMethods#add_template_helper
  0.01      0.00     0.00     0.00     0.00      100  CGI::QueryExtension#query_string
  0.01      0.71     0.00     0.00     0.71      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#columns
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::Observing::ClassMethods#instantiate_observers
  0.01      0.51     0.00     0.00     0.51      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#select
  0.01      0.00     0.00     0.00     0.00      100  Digest::Instance#digest
  0.01      0.03     0.00     0.00     0.03      100  Dependencies#autoload_module!
  0.01      0.01     0.00     0.00     0.01      100  ActionController::AbstractResponse#content_type=
  0.01      0.00     0.00     0.00     0.00      300  <Class::String>#allocate
  0.01      0.00     0.00     0.00     0.00      301  Float#/
  0.01      0.00     0.00     0.00     0.00      200  Kernel#__send__
  0.01      0.01     0.00     0.00     0.01      102  ActionController::Integration::Runner#copy_session_variables!
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractResponse#set_content_length!
  0.01     15.29     0.00     0.00    15.29      100  ActionController::Filters::InstanceMethods#process_without_session_management_support
  0.01      0.01     0.00     0.00     0.01      100  ActionController::AbstractResponse#charset=
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActionController::AbstractRequest>#parse_query_parameters
  0.01      0.00     0.00     0.00     0.00      300  Hash#empty?
  0.01      0.85     0.00     0.00     0.85      100  Kernel#require_library_or_gem
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Base#controller_class_name
  0.01      0.00     0.00     0.00     0.00      200  SQLite3::Driver::Native::Driver#column_count
  0.01      0.00     0.00     0.00     0.00      200  <Class::OpenSSL::Digest>#allocate
  0.01     13.02     0.00     0.00    13.01      100  ActionController::Rescue#perform_action_without_caching
  0.01      0.01     0.00     0.00     0.00      100  <Class::ActionController::Base>#controller_class_name
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#sending_file?
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#assign_names
  0.01      0.00     0.00     0.00     0.00      200  OpenSSL::Digest::Digest#initialize
  0.01      0.00     0.00     0.00     0.00      200  StringIO#write
  0.01      8.72     0.00     0.00     8.72      100  ActionController::MimeResponds::Responder#respond
  0.01      0.02     0.00     0.00     0.02      100  ActionController::Routing::RouteSet#recognize_path
  0.01      0.04     0.00     0.00     0.04      100  ActionController::Base#close_session
  0.01      0.01     0.00     0.00     0.01      100  Set#initialize_copy
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#class_of_active_record_descendant
  0.01     18.63     0.00     0.00    18.62      100  <Class::ActionController::Dispatcher>#dispatch
  0.01      0.02     0.00     0.00     0.02      100  <Class::ActiveRecord::Base>#clear_reloadable_connections!
  0.01      0.01     0.00     0.00     0.01      100  <Class::Digest::Class>#digest
  0.01      0.00     0.00     0.00     0.00      300  <Class::ActiveRecord::Base>#scoped_methods
  0.01      0.00     0.00     0.00     0.00      100  Class#new_without_capture
  0.01      0.00     0.00     0.00     0.00      200  SQLite3::Driver::Native::Driver#finalize
  0.01      0.00     0.00     0.00     0.00      100  Observable#notify_observers
  0.01      0.00     0.00     0.00     0.00      200  Set#empty?
  0.01      0.00     0.00     0.00     0.00      200  Exception#set_backtrace
  0.01      0.00     0.00     0.00     0.00      300  <Module::Dependencies>#history
  0.01      0.05     0.00     0.00     0.05      100  CGI::Session#initialize
  0.01      0.01     0.00     0.00     0.00      100  ActionController::Integration::Session#encode_cookies
  0.01      0.00     0.00     0.00     0.00      200  SQLite3::Statement#active?
  0.01      0.09     0.00     0.00     0.09      100  ActionController::Components::InstanceMethods#set_session_options
  0.01      0.40     0.00     0.00     0.40      100  ActiveRecord::ConnectionAdapters::SQLiteAdapter#execute
  0.01      0.01     0.00     0.00     0.00      100  ActionController::CgiResponse#initialize
  0.01      0.00     0.00     0.00     0.00      300  ActionController::Dispatcher#callbacks
  0.01      0.01     0.00     0.00     0.01      100  <Class::CGI>#escape
  0.01      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::Array::ExtractOptions#extract_options!
  0.01      0.00     0.00     0.00     0.00      300  <Module::Dependencies>#load_once_paths
  0.01      0.00     0.00     0.00     0.00      300  ActionController::Base#params
  0.01      0.06     0.00     0.00     0.06      100  ActionController::CgiExt::Stdinput#initialize
  0.01      0.03     0.00     0.00     0.03      100  ActionController::CgiRequest#cookie_only?
  0.01      0.00     0.00     0.00     0.00      300  <Module::Dependencies>#warnings_on_first_load
  0.01      0.06     0.00     0.00     0.06      100  ActionController::Components::InstanceMethods#process_cleanup
  0.01      0.00     0.00     0.00     0.00      100  HashWithIndifferentAccess#include?
  0.01      0.01     0.00     0.00     0.00      100  ActionController::CgiRequest#host
  0.01      0.01     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#validate_find_options
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Base#allow_forgery_protection
  0.01      0.01     0.00     0.00     0.00      100  ActionController::AbstractRequest#protocol
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractRequest#content_length
  0.01      0.00     0.00     0.00     0.00      100  <Class::ActiveRecord::Base>#scoped?
  0.01     18.81     0.00     0.00    18.81      100  ActionController::Integration::Session#get
  0.01      0.00     0.00     0.00     0.00      100  Comparable#==
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods#filter_chain
  0.01      0.00     0.00     0.00     0.00      100  ActionController::SessionManagement::ClassMethods#cached_session_options
  0.01      0.00     0.00     0.00     0.00      200  <Module::SQLite3::Driver::Native::API>#sqlite3_column_count
  0.01      0.00     0.00     0.00     0.00      201  Float#coerce
  0.01      0.00     0.00     0.00     0.00      100  Enumerable#grep
  0.01      0.00     0.00     0.00     0.00      200  <Class::Module>#allocate
  0.01      0.02     0.00     0.00     0.02      100  SQLite3::Driver::Native::Driver#open
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods#included_actions
  0.01      0.01     0.00     0.00     0.01      100  ActionController::Routing::RouteSet#extract_request_environment
  0.01      0.00     0.00     0.00     0.00      100  URI::Escape#unescape
  0.01      0.00     0.00     0.00     0.00      200  Integer#next
  0.01      0.00     0.00     0.00     0.00      100  ActiveSupport::CoreExtensions::String::Inflections#demodulize
  0.01      0.01     0.00     0.00     0.00      100  ActionController::CgiRequest#request_parameters
  0.01      0.00     0.00     0.00     0.00      100  Kernel#clone
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Filters::ClassMethods#excluded_actions
  0.01      0.00     0.00     0.00     0.00      200  Exception#backtrace
  0.01      0.00     0.00     0.00     0.00      200  Hash#default=
  0.01      0.00     0.00     0.00     0.00      100  ActionController::AbstractResponse#initialize
  0.01      0.02     0.00     0.00     0.02      100  ActiveSupport::CoreExtensions::Hash::Keys#stringify_keys
  0.01      0.01     0.00     0.00     0.01      100  ActionController::RequestForgeryProtection#verify_authenticity_token
  0.01      0.00     0.00     0.00     0.00      200  Digest::Base#reset
  0.01      0.01     0.00     0.00     0.01      100  Kernel#dup-1
  0.01      0.51     0.00     0.00     0.51      100  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all_without_query_cache
  0.01      0.02     0.00     0.00     0.01      100  ActionController::Base#add_class_variables_to_assigns
  0.01      0.00     0.00     0.00     0.00      200  <Class::StringIO>#allocate
  0.01      0.02     0.00     0.00     0.02      100  ActionController::Filters::ClassMethods::SymbolFilter#call
  0.01      0.02     0.00     0.00     0.01      100  <Class::ActiveRecord::Base>#set_table_name
  0.01      0.07     0.00     0.00     0.07      100  ActiveSupport::CoreExtensions::String::Inflections#pluralize
  0.01      0.00     0.00     0.00     0.00      100  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.01      0.00     0.00     0.00     0.00      100  <Object::ActionController::Routing::Route>#recognize
  0.01      0.00     0.00     0.00     0.00      100  ActiveRecord::ConnectionAdapters::AbstractAdapter#initialize
